"Course subject code","Course number","Course name","Campus","Course description","Minimum credits","Maximum credits","Is this course repeatable?","What is the maximum number of completions allowed?","What is the maximum number of credits that can be earned from this course?","Grading basis","Requirements","Typically offered term(s)"
"ENGL","1922W","Gopher Gateway First-year Seminar: Shakespeare in London and Stratford","Twin Cities","""Shakespeare in London and Stratford"" is a Gopher Gateway Freshman Seminar with a learning abroad component, designed for all incoming students from across the University.  The course begins with a trip to London and Shakespeare's hometown of Stratford-upon-Avon in August, where we will see many of the sites that were familiar to Shakespeare and inspired his works, including his birthplace, Anne Hathaway's Cottage, the Globe Theatre, Westminster Abbey, St. Paul's Cathedral, the narrow streets of old London, and the serene country lanes of Stratford.  After taking in as much of Shakespeare's world as we can fit in, we will return to Minnesota and continue our study of what Shakespeare means to us today.  Students will be part of a close cohort in this class, combining college readiness skills with academic content.

About the instructor:
Katherine Scheil is Professor of English and Associate Dean of Undergraduate Education and Academic Affairs. She has taught Shakespeare at the University of Minnesota for over 20 years and regularly teaches a study abroad course, ""Shakespeare in London and Stratford-upon-Avon.""","3","3","No","1","3","A-F - A-F Grade Basis","001475","Periodic Fall"
"ENGL","3005W","Survey of American Literatures and Cultures I","Twin Cities","This writing-intensive course will survey the Anglophone literature of what would become the United States from the arrival of English settlers to the Civil War. We will define ""literature"" broadly to not only include fiction and poetry but also the sermon, the letter, the essay, the autobiography, and other non-fictional forms. Course topics will include the Puritan theology that cast such a long shadow over the American cultural imagination; the fraught literary construction in the Revolutionary era of a national identity under the influence of such Enlightenment ideals as reason, civility, cosmopolitanism, and sympathy; the Gothic doubts about democracy that attended the literature of the early republic; the rise in the mid-nineteenth century of a radical intellectual and social movement in Transcendentalism; the antebellum ideological struggles over such political issues as slavery, industrialism, women's rights, and Native American rights; and the self-conscious cultivation of a national literary aesthetic in the Romantic prose and poetry of the period later critics would come (controversially) to call ""the American Renaissance.""","4","4","No","1","4","OPT - Student Option","-","Every Fall, Spring & Summer"
"ENGL","3006V","Honors: Survey of American Literatures and Cultures II","Twin Cities","This course will survey some of the major literary figures, aesthetic movements, and thematic concerns of US literature from the Civil War to the present. Our investigation will identify common traits in the literature that causes it to fit within three very broad literary historical categories: realism, modernism, and postmodernism. We will explore what makes literature created by the people of the United States distinctly ""American"" during a period that extends from the Civil War and the outlawing of slavery to women's suffrage, workers' movements, the Great Depression, the First and Second World Wars, and the civil rights movement. In addition to reading and analyzing the literature itself in terms of style, form, genre, and language, we will study it in historical context: the complex interplay between the political, the social, the cultural, and the literary in the United States. This approach rests upon the notion that literature is not created in a vacuum; it is influenced by and influences the world in which it is created.","4","4","No","1","4","A-F - A-F Grade Basis","000600","Periodic Fall & Spring"
"ENGL","3006W","Survey of American Literatures and Cultures II","Twin Cities","This course will survey some of the major literary figures, aesthetic movements, and thematic concerns of US literature from the Civil War to the present. Our investigation will identify common traits in the literature that causes it to fit within three very broad literary historical categories: realism, modernism, and postmodernism. We will explore what makes literature created by the people of the United States distinctly ""American"" during a period that extends from the Civil War and the outlawing of slavery to women's suffrage, workers' movements, the Great Depression, the First and Second World Wars, and the civil rights movement. In addition to reading and analyzing the literature itself in terms of style, form, genre, and language, we will study it in historical context: the complex interplay between the political, the social, the cultural, and the literary in the United States. This approach rests upon the notion that literature is not created in a vacuum; it is influenced by and influences the world in which it is created.","4","4","No","1","4","OPT - Student Option","-","Every Fall, Spring & Summer"
"ENGL","3007","Shakespeare","Twin Cities","From Taylor Swift to Greta Gerwig, from Toni Morrison to Nelson Mandela, Shakespeare's works have continued to influence and inspire authors, artists, and audiences around the globe. In this upper division course you will study representative works of Shakespeare from a variety of cultural perspectives, as texts that have had a long and enduring vitality well beyond their historical context. This course tracks the history of Shakespeare?s plays across time, in various artistic forms including art, music, film, and social media, looking at the ways these literary works have responded to issues of gender, race, sexuality, religion, disability, and class.English majors/minors must take this course A-F only grading basis.","3","3","No","1","3","OPT - Student Option","-","Every Fall, Spring & Summer"
"ENGL","3007H","Honors: Shakespeare","Twin Cities","From Taylor Swift to Greta Gerwig, from Toni Morrison to Nelson Mandela, Shakespeare's works have continued to influence and inspire authors, artists, and audiences around the globe. In this upper division course, you will study representative works of Shakespeare from a variety of cultural perspectives, as texts that have had a long and enduring vitality well beyond their historical context. This course tracks the history of Shakespeare’s plays across time, in various artistic forms including art, music, film, and social media, looking at the ways these literary works have responded to issues of gender, race, sexuality, religion, disability, and class.

English majors/minors must take this course A-F only grading basis.","3","3","No","1","3","OPT - Student Option","000571","Every Fall & Spring"
"ENGL","3013","The City in Literature","Twin Cities","City life has always inspired great writing, and The City in Literature provides students with an opportunity to read and respond to a selection of works that are, in one way or another, about cities. The primary emphasis of the course is on texts written in English during the 19th, 20th, and 21st centuries, but some writing in translation and from other periods may also be assigned. Possible authors include but are not limited to the following: Guillaume Apollinaire, Charles Baudelaire, Kamau Brathwaite, Gwendolyn Brooks, Sterling Brown, Anna Burns, Charles Dickens, T.S. Eliot, Elena Ferrante, Allen Ginsberg, James Joyce, Juvenal, Federico Garcia Lorca, Amy Levy, Mina Loy, Claude McKay, Frank O’Hara, Derek Walcott, Walt Whitman, Patricia Williams, Virginia Woolf, William Wordsworth, William Butler Yeats. ","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"ENGL","3022","Science Fiction and Fantasy","Twin Cities","Science fiction extrapolates from reality and science, while fantasy invents what likely couldn’t exist.  As the two function as rival, unreal genres under the larger heading of fantastika, they lead us to consider dual worlds. Through reading diverse literary texts, sometimes including films adapted from the literature, students will explore unreal characters, cultures, ecologies, genders, languages, races, politics, settings, and technologies. By depicting invented worlds that differ in some way from the real world, works of fantastika automatically invite us to compare the real and unreal worlds and to scrutinize the differences between the two. Expect to discuss the double and the notion of doubling, as well the past, present, and future and other odd considerations inherent to fantastika.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"ENGL","3023","Children's Literature","Twin Cities","How many times have you read a children’s or young adult book and bonded with someone else who has also read it? If you never have, expect to do so with your professor and fellow students. Children’s literature has always enjoyed an enormous readership, and adults read as much, if not more of it, than kids do. Unlike other works of literature, they are more likely to contain art. What role do the illustrations and art play a role in telling the story? You will read contemporary and historical works with a focus on diversity regarding authors, themes, and readership. By the end of the course you will have gained an overview of this literary tradition and increased your understanding of the enduring appeal of children’s books. ","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"ENGL","3028","Paranoia and Pleasure: Contemporary American Spy Novels","Twin Cities","Spy fiction emerged in Britain and the United States during the early 20th century.  Since then, it proliferated thematic sub-genres such as Tom Clancy’s techno-thrillers, Vince Flynn’s CIA-trained assassin, James Rollins’ science disaster group, David Baldacci’s eccentric Camel Club, and Daniel Silva’s globe-trotting Israeli spy Gabriel Allon.  Spy Fi is concerned with threats to the state--Nazis, Russians, rogue states, terrorist masterminds, and moles here at home.  In contrast to British Spy Fi, famously represented by James Bond, the MI6 agent who plied his trade in sophisticated or exotic settings, American novels tend to feature cowboy protagonists with military or sports backgrounds and a penchant for spectacular violence.  In this course, we will read novels and analyze the development of sub-genres, protagonists, plots, settings, and language; the shifting roles of female characters; the paranoiac ideologies that hover beneath the narratives or pop to the surface; and the target audiences and sales.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"ENGL","3032W","Shakespeare in London and Stratford","Twin Cities","Have you ever wondered where a great artist like Shakespeare got his inspiration? What if you could follow in Shakespeare’s footsteps and nurture your creative and innovative side by immersing yourself in the places and spaces of Shakespeare’s life? And what if you could do this while at the same time earning Writing Intensive (WI) and Liberal Education (LE) credit. This learning abroad course is your chance to do just that! Shakespeare in London and Stratford meets during the regular semester and includes a study abroad component during spring break. The course is geared to students of all levels from across the University, from science majors to business majors, from premed students to studio art majors. We will begin our course in cold, snowy Minnesota in January and February, covering an introduction to Shakespeare’s life and his world, and then studying several of his plays, based in part on what plays are performed in London and Stratford. Then, we will travel to London over spring break for a hands-on, in-depth whirlwind experience, taking in as much of Shakespeare’s world, both from the early modern period, and from what Shakespeare means today, in London and Stratford. To get a feel for the spaces that Shakespeare drew on for inspiration when writing his plays, we will walk through his London neighborhoods, visit his parish church, tour the reconstructed Globe Theatre where most of his plays were performed, eat a meal in the 12th-century Borough Market nearby, and tour Southwark Cathedral where his brother Edmund is buried and where he likely worshiped. In Shakespeare’s London, we will also visit the archaeological sites of several early modern theatres that have been recently excavated, including The Rose, The Theatre, and The Curtain, as well as the monument to the two people who preserved Shakespeare’s works for posterity, John Heminges and Henry Condell, and the Cathedral (St. Paul’s) that  overlooked his world and housed the neighborhood booksellers who sold his plays. We will continue to trace the material items that survive related to Shakespeare and his world, in the Victoria and Albert Museum, the British Museum, and the Wallace Collection, thinking about how and why particular items are preserved and used for commemoration. London also offers many examples of Shakespeare’s long-standing influence on other writers and artists, and we will examine many of these works in the National Gallery, and analyze how Shakespeare is commemorated and remembered in modern Britain, in Poet’s Corner at Westminster Abbey, the Shakespeare Monument in Leicester Square, and the Globe Theatre Complex. In London, we will attend performances of Shakespeare’s plays, and consider how this early modern writer’s works are made to speak to our contemporary moment. We will then travel to Shakespeare’s hometown of Stratford-upon-Avon, journeying to Holy Trinity Church, where Shakespeare and his family worshiped and where they are buried. As tourists have for over 200 years, we will seek out inspiration by visiting Shakespeare’s Birthplace in Stratford, and the home of his wife Anne Hathaway in the nearby village of Shottery. While in Stratford, we will tour the Royal Shakespeare Company theatres and analyze how Shakespeare is presented to a twenty-first century audience. When we return to Minnesota after Spring Break, we will continue our study of Shakespeare’s plays, and will end the course with some of Shakespeare’s most popular works—his Sonnets—recently “translated” into rap by The Sonnet Man; into a novel by Akala, the founder of the British Hip-Hop Shakespeare Company; and immortalized by writers from Maya Angelou to Amanda Gorman. ","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"ENGL","3061","Literature and Music","Twin Cities","In this course, we will explore the connections and parallels between music and literature, assessing both form and content and drawing upon various genres from both arts. We will examine some of the ways that musical and literary texts can change, subvert, or augment each other by applying critical and literary theories to intertextual readings. Among the subjects we may discuss are how authors use music in their work, both structurally and topically; how musicians use literature, both as lyric and as subject matter; and how members of each group engage the artistic assumptions of the other.  Students will gain a greater appreciation of the varied forms of creative expression and an increased understanding of how they influence each other through close reading and listening, discussions, reflective writing, and presentations. ","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"ENGL","3072","Witchcraft, Possession, Magic: Concepts in the Atlantic Supernatural, 1500-1800","Twin Cities","Salem is what typically comes to mind when we think of witchcraft, and our class will indeed focus on the 1692 trials and their aftermath. But we will also range more broadly, exploring witchcraft in the early Atlantic world by paying special attention to the roles played by magic and possession. A fundamental aspect of this course, moreover, is its distinction as a literary one. This is not a class about how witchcraft, possession, and magic “change over time” but a class about their representations. From the beginning, we will be deeply attentive to the fact that each and every “evidence” of witchcraft, possession, or magic is an act of representation in the first place. As literary historians, we will move from Europe to the Americas, looking at how invocations and accusations of witchcraft traveled between the 16th and late-18th centuries. More importantly, as literary critics we will trace and examine depictions of witchcraft and the idea of the witch across four interrelated socio-historical contexts: the Protestant Reformation in 16th-century Europe; slave medicine and obeah in the Caribbean; possession and the “invisible world” in Puritan Massachusetts; and revivalism in 18th-century New England. By the end of this course, you will be able to: interpret literary texts and understand the literary aspects of historical documents; place literature in relation to its historical and cultural contexts; locate and evaluate relevant scholarship and cultural commentary; and formulate and communicate focused and stylistically appropriate that supports its claims with textual evidence, especially through close and critical reading.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"ENGL","3091","The Literature and Film of Baseball","Twin Cities","Baseball is the national pastime, often evoked with Mom and apple pie in a trinity of American-ness. How do Americans represent something they see as so quintessentially themselves? In this class, we will look at the variety and complexity of answers given to that question, from sunny nostalgia, to valorization of the individual, valorization of the team, depictions of the dark side of the American dream, critiques of racial relations, and an approach that strives to eliminate both the poetry and the hand-wringing with a long hard look at numbers and facts. In this journey, we will study and participate in a number of ways that literature teaches us to understand society and ourselves. We will examine the idea of American pastoral and anti-pastoral. We will use the great variety of ways to write about baseball as a platform to consider how we come to know and believe. Throughout the course, we will examine the way baseball writing treats race and gender. We will also look at excerpts of films made from some of the texts. Comparing the films to the literature allows us to discuss what representations of America seem more palatable to producers aiming for a larger audience than literature usually reaches and to highlight ways writing makes arguments that films cannot.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"ENGL","3092","The Original Walking Dead: Misbehaving Dead Bodies in the 19th Century","Twin Cities","Examination and analysis of 19th-century British literature about dead bodies, the science of death, burial practices and anxieties, and theories of the supernatural. This course includes fiction and poetry but also non-fiction, historical documents, and sensationalist media.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"ENGL","3093","Law and Literature","Twin Cities","ENGL 3093 Law & Literature examines how law and literature render diversity and social justice.  The law is generally defined as a country’s (or community’s) system of rules that regulate people’s actions and administer justice to them.  Literature is generally defined as an assortment of oral and written texts regarded as having intellectual, aesthetic, and moral value.  This course puts legal and literary texts into conversation to answer questions about how they render the equality of and the justice for diverse peoples.  ","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"ENGL","3101","Knights and Pilgrims in Medieval Literature","Twin Cities","Medieval writers and readers were fascinated by stories about knights and about pilgrims.  In this course, we study some of the best-known and most compelling narratives and poems from the Middle Ages.  Although written hundreds of years ago, these literary works speak to us of the human desire to strive for meaning and excellence, to work toward shared ideas of community, and to explore worlds beyond the sometimes narrow confines of home.

Knights and pilgrims appear as central figures in a wide range of literary works.  Some of the texts are humorous, like Chaucer's Canterbury Tales in which pilgrims, from social classes ranging from knights to tradespeople, travel together and tell stories.  Some are exciting and emotional, like Malory's retelling of stories about King Arthur and his knights.  Others provide us with explorations of longing for change:  in these works people search for new kinds of social and spiritual life such as Margery Kempe's autobiographical account of her experiences as a pilgrim to Rome and the Holy Land.  Still others, such as Langland's Piers Plowman, which incorporates pilgrimage and chivalric quest, critique and explode static ideas about social problems such as poverty and hunger.  Some draw our attention to the dangers and turmoil involved in love and relationships, such as Marie de France's courtly, aristocratic lays:  Marie's knights and ladies take up the search for love and meaning.  Some, finally, invite us to imagine ourselves in mysterious otherworlds, such as Mandeville's Travels and Sir Orfeo, both of which focus on travel and self knowledge.  These exciting and challenging works continue to speak to us about the quest to pursue ideals and to change the world and ourselves.
","3","3","No","1","3","AFV - A-F or Audit","-","Fall Odd Year"
"ENGL","3151","British Romantic Literature and Culture","Twin Cities","In British Romantic Literature and Culture, students read poetry and prose written during the Romantic Period (1780-1832). Romantic authors permanently changed the way literature treats numerous subjects: nature, the imagination, revolution, war and politics, the role of the poet, the depiction of common life and language, and the representation of personal experience, to name a few. This was a period of great stylistic innovation, as authors experimented with the use of symbolism and the adaptation of classical mythology and explored medieval/gothic images and themes. Possible authors to be studied in this course include Jane Austen, Anna Letitia Barbauld, William Blake, Lord Byron, Samuel Taylor Coleridge, Felicia Hemans, John Keats, Mary Shelley, Percy Shelley, Charlotte Smith, Mary Wollstonecraft, William Wordsworth.","3","3","No","1","3","OPT - Student Option","-","Fall Odd Year"
"ENGL","3161","Victorian Literatures and Cultures","Twin Cities","Why is the twenty-first century so obsessed with the nineteenth?  From steampunk to political rhetoric, from movies to sex, writers and artists look back to the Victorian era for inspiration and challenge.  One reason might be that Britain was the first country to experience the full effects of industrialized capitalism, with the opportunities and misery that it created.  It also developed one of the largest empires in history, an empire whose legacy continues to shape global politics in good and bad ways.  For all these reasons, understanding the Victorians is key to understanding ourselves.

Women writers like Charlotte Bronte and George Eliot have always been at the center of Victorian studies, so the history and politics of gender are vital to Victorian literature.  Class likewise remains inescapable in Victorian fiction with its sharp sense of a world divided into haves and have nots; depictions of the catastrophic effects of the factory system on the urban poor pervade Victorian literature and challenge readers to ponder how, and if, reading might lead to political action.  Race has increasingly reshaped understandings of the literature of the period; although Britain abolished slavery in 1833-34, the period saw both a heightening of racist rhetoric and representation and the growth of a market for works by writers of color from the colonies, including Mary Seacole, J. J. Thomas, and Toru Dutt.  

Digital tools have made the present moment an exciting one in which to study this literature because so much information is now available:  Victorian writing has become hyperaccessible for those with access to computers.  For this class, this accessibility means that students have the opportunity not just to learn exiting knowledge about the period but to discover new truths about it for themselves.  This course aims to empower students to find their own paths to understanding and representing the Victorians as a way of revising how they see their present.
","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"ENGL","3181","Contemporary Literary Nonfiction","Twin Cities","Contemporary literary nonfiction from the 1960s to the present, covering developments in narrative nonfiction, memoir, and personal essay.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"ENGL","3183","Living Poets","Twin Cities","Why wait to read today’s poets until they’re dead? Instapoets and Tik Tok poets are bringing poems to everyone, including people with no experience reading and analyzing poetry. Due to the compressed brevity of a poem, it’s an art form that excels in a digital, textual age. In Living Poets, you will read many different poetic works, including those by Asian American and Pacific Islander, Black, Brown, Indigenous, female-identified and queer poets who are very much alive, here in the Twin Cities and across the USA as well as the world. Unlike poems from centuries ago, these poems use contemporary language and are grounded in more recent events and experiences—contexts that make these poems easier to enter as readers.  Using contemporary culture as a comfortable entry point to the timeless subject of poetry, you will consider the literary histories and movements that precede these poems, such as Confessionalism, as well as forms that poets reinvent, such as the sonnet. In which ways do these poets defy or fit into poetic traditions? What new directions are these poets taking? Hear their words, read their books, and find out.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"ENGL","3303W","Writing Differences: Literature by U.S. Women of Color","Twin Cities","Interpret/analyze poetry, fiction, and drama of U.S. women minority writers. Relationship of writer's history, ethnicity, race, class, and gender to her writings.","3","3","No","1","3","OPT - Student Option","-","Fall Odd Year"
"ENGL","3331","LGBTQ Literature: Then and Now","Twin Cities","LGBTQIA life in the US has changed significantly over the past few decades. By examining a selection of poetry, prose, and film, our class will try to answer the questions: ""How did we get to where we are today?"" and ""Where do we go next?"" We will look at classic works in their historical contexts to see what was revolutionary about their publication; we will trace how they paved the way for all that followed. We will look at very new works to understand the concerns of twenty-first century LGBTQIA writers and readers. From the ""lavender scare"" to the Stonewall Riots to the AIDS pandemic to marriage equality to genderqueer and trans movements, we will explore how LGBTQIA authors and filmmakers have both responded to and shaped the ethos of our times. ","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"ENGL","3352","Weird Books by Women and Gender-variant Writers","Twin Cities","Literature by women and writers outside the gender binary have historically expressed many varieties of weirdness and non-normativity. In this weird books class, you will read historical and contemporary texts that can all be described loosely as creating discomfort for readers through literary effect, reversal of expectation, odd juxtaposition and other literary devices. “Weird,” in this class and context, is never a pejorative adjective. While experimental texts and non-linear narratives are the most manageable if puzzling examples of these weirdnesses, you will also explore texts that unsettle the reader through the feelings they evoke and the wonderfully strange imaginings they explore.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"ENGL","3353","Jane Austen's Afterlives","Twin Cities","Why do the novels of Jane Austen, which were first published over two hundred years ago, still captivate readers all over the world? In this discussion-based course, which fulfills the Literature Core LE, we will closely examine five of Austen’s major novels alongside the far more
voluminous body of scholarship, sequels, screen adaptations, and fan responses that these works have inspired. Besides considering Austen's distinctive style, her contribution to the development of the novel form, and the cultural and historical context in which she wrote, we will explore a
variety of ways in which the author and her work have been represented and reimagined across the globe. By focusing on a single author in depth, members of this course will not only investigate the array of cultural functions that “Jane Austen” has come to serve, but also hone their ability to analyze fundamental aspects of literary technique.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"ENGL","3501","Public Discourse: Coming to Terms with the Environment","Twin Cities","This course explores significant environmental issues (such as environmental justice, toxic chemicals, climate change) through the analysis of texts from diverse literary genres. It focuses as much on issues of language and meaning as it does on the subjects these texts concern. Students examine the formal dimensions of these texts, as well as their social and historical contexts. In addition, students are introduced to the underlying scientific principles, the limitations of technologies, and the public policy aspects of each of these issues, in order to judge what constitutes an appropriate response to them. Students also learn how to identify and evaluate credible information concerning the environment.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"ENGL","3502","Nature Stories: Environmental Discourse in Action","Twin Cities","Explore contemporary texts from multiple disciplines to analyze the role of stories in interpreting nature. Emphasis on lived experience, civic motivation, and observational research that enrich effective nature writing. Optional service-learning component.","4","4","No","1","4","OPT - Student Option","-","Every Fall"
"ENGL","3507W","Identity, Displacement, Resistance in Chicano Literature","Twin Cities","What is Chicano literature, and how is it similar or different from other American literatures? We will journey through the world of Chicano novels, short stories, creative non-fiction, drama, essay, poetry, graphic writings, and other hybrid forms of literature to understand the cultural, intellectual, sociopolitical traditions of the Mexican American in the United States.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"ENGL","3592W","Introduction to Black Women Writers in the United States","Twin Cities","From Harriet Jacobs’s depictions of her life in bondage in Incidents in the Life of a Slave Girl to Audre Lorde’s moving essays on feminism and social (in)justice to Beyonce’s visual album Lemonade, black women’s writing has much to tell us about the meaning of survival and the myriad ways that race, class, gender, and other modalities of difference intersect in the national imaginary. In this course, we will use black women’s various forms of writing about themselves—from memoirs, autobiographies, and essays to blogs, song lyrics, and documentary films—as the source material for contemplating the sociocultural conditions of black female life in the past and present.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Spring"
"ENGL","3597W","Introduction to African American Literature and Culture I","Twin Cities","African American oral tradition, slave narrative, autobiography, poetry, essay, fiction, oratory, and drama, from colonial era through Harlem Renaissance.","4","4","No","1","4","OPT - Student Option","-","Every Fall"
"ENGL","3598W","Introduction to African American Literature and Culture II","Twin Cities","African American oral tradition, autobiography, poetry, essay, fiction, oratory, drama. From after Harlem Renaissance to end of 20th century.","4","4","No","1","4","OPT - Student Option","-","Every Spring"
"ENGL","3741","Literacy and American Cultural Diversity","Twin Cities","Literacy and American Cultural Diversity combines academic study with experiential learning in order to collectively build more engaged, more complex understandings of literacy, educational institutions, counter-institutional literacy programs, the grassroots and nonprofit sectors, and the struggles of a multicultural civil society in a putative democracy.  We will ground our inquiry in government studies, as well as sociological, historical, and educational writings. Standard literature, such as a memoir, a selection of poems, some short fiction, and a novel will further open up our twin themes of literacy and multiculturalism – as will less “official” literature, such as manifestos and the transcribed stories of immigrants, refugees, and other marginalized communities.

We begin with the basic understanding of literacy as reading and writing, noting that, according to the National Survey of Adult Literacy, 46% of Americans scored in the lowest two levels of a five-tiered literacy test. What does this mean? Are such tests accurate or otherwise helpful?   What about your basic literacy? As you read this syllabus, you’re making use of basic abilities that you’ve likely been practicing most of your life through formal schooling, daily routines, recreational pursuits, and work-related duties. But there’s more. On another level, you bring knowledge to your reading (some conscious, some unconscious), and the ideological field supplies you with assumptions about the role of literacy in your development, the role of a university course in your plans for your personal and professional life, and your position in a society that constantly raises the standards of literacy, basing success on your ability to keep up. Thus the very word “literacy” calls into play many beliefs we have about our class system, our cultural life, economic and political structures, and educational institutions. Accordingly, our analysis will move beyond basic “reading and writing” to wider concepts of literacy in our society, investigating issues that have much to do with our role as public citizens involved in shaping our individual and collective future.  In tandem with our “classroom” work, our service-learning work in the community (see Your Practicum as Literacy Workers, below) will enable us to develop more “tangible” understandings of the ways that literacy, educational theories, practices, and the construction of knowledge and skills through educational policies provide a “map” of the shifting socioeconomic, cultural, and political terrains of the U.S., the institutional inequities that result from these arrangements, as well as the justice work needed to transform those inequities.","4","4","No","1","4","OPN - Student Option No Audit","-","Every Fall & Spring"
"ENGL","4311","Asian American Literature and Drama","Twin Cities","Literary/dramatic works by Asian American writers. Historical past of Asian America through perspective of writers such as Sui Sin Far and Carlos Bulosan. Contemporary artists such as Frank Chin, Maxine Hong Kingston, David Henry Hwang, and Han Ong. Political/historical background of Asian American artists, their aesthetic choices.","3","3","No","1","3","AFV - A-F or Audit","-","Fall Odd Year"
"ENGW","1101V","Honors Introduction to Creative Writing","Twin Cities","In this course, we will explore the fundamentals of creative writing. We will start by looking at the building blocks of good imaginative writing: image, voice, character, setting, story, and revision. We will then move on to a more in-depth examination of three forms: literary nonfiction, fiction, and poetry. Students will learn how to read as writers, obtain an understanding and appreciation for imaginative writing, and gain a sense of themselves as creative writers. We will be trying many exercises and assignments, from brainstorming experiments to final drafts, so come ready to write.

Since this is an Honors course, it is designed to be challenging and to immerse students in the literary landscape. The literary citizenship requirement will take students beyond the normal classroom environment and into the community to attend and respond to readings. We will also supplement the textbook with classroom visits and additional readings by the most exciting and innovative poets, fiction writers, and creative nonfiction writers working today. Students will also contribute to the course readings by presenting a poem of their choosing to the class, explaining its techniques and importance. This will tie in with larger discussions of what works gain popular and academic attention and how this happens, including investigations of the role of anthologies and social media.
","4","4","No","1","4","A-F - A-F Grade Basis","000571","Every Fall"
"ENGW","1101W","Introduction to Creative Writing","Twin Cities","In this course, we will explore the fundamentals of creative writing. We will start by looking at the building blocks of good imaginative writing: image, voice, character, setting, story, and revision. We will then move on to a more in-depth examination of three forms: literary nonfiction, fiction, and poetry. Students will learn how to read as writers, obtain an understanding and appreciation for imaginative writing, and gain a sense of themselves as creative writers. We will be trying many exercises and assignments, from brainstorming experiments to final drafts, so come ready to write.

prereq: Students may not audit this course","4","4","No","1","4","OPN - Student Option No Audit","-","Every Fall & Spring"
"FREN","3101W","Methods in French and Francophone Studies","Twin Cities","Taught entirely in French. 

In this course, you will delve deeply into original stories, lyrics, plays, and films in French, from around the world and across time. What verbal and visual codes carry meaning in a given culture? How do cultures create a space for the subject or the self?

As you discuss these questions, you will become a faster and more independent reader, gain sensitivity to the sonorities and rhythms of the French language and the nuances of sense it makes possible, and learn to perceive implicit meaning in texts. Theoretical readings and lessons in developing thesis statements and organizing arguments will enhance your ability to understand and create complex arguments in French.

Each individual section of this course addresses these questions with a different selection of readings and films grouped around a specific theme, so please consult the Class Info page to find out more!

nonfiction texts, cultural artifacts, and audio/visual media pertaining to France and Francophone communities across the centuries.

prereq: 3016 or equiv","3","3","No","1","4","OPT - Student Option","-","Every Fall & Spring"
"GER","3104W","Reading and Analysis of German Literature","Twin Cities","Introduction to literary analysis. Readings from drama, prose, and lyric poetry, from 18th century to present.

prereq: 3011W","3","3","No","1","3","OPT - Student Option","012171","Every Fall"
"GER","3601","German Medieval Literature","Twin Cities","Literary investigation of the greatest works of medieval German poetry. Readings in English.  Majors will be required to write a paper with  use of secondary sources in English and German.

prereq: No knowledge of German required","3","3","No","1","3","OPT - Student Option","-","Fall Odd, Spring Even Year"
"GER","3641","German Folklore","Twin Cities","Literary and cultural investigation of the main folklore genres: charms, legends, folktales, and ballads; their composition, origin, and role in society with a strong emphasis on their international character. Readings in English.  Majors required to write a paper with use of secondary sources in English and German.

prereq: No knowledge of German required; cr for major or minor by arrangement with instructor","3","3","No","1","3","OPT - Student Option","-","Fall Even, Spring Odd Year"
"GER","3651","Thinking Environment: Green Culture, German Literature and Global Debates","Twin Cities","How environmental thinking became social-political force through German literature/culture, with comparisons to global or U.S. developments. Authors include Goethe, Christa Wolf, Enzensberger.","3","3","No","1","3","OPT - Student Option","-","Fall Odd, Spring Even Year"
"GER","5651","Thinking Environment: Green Culture, German Literature and Global Debates","Twin Cities","How environmental thinking became social-political force through German literature/culture, with comparisons to global or U.S. developments. Authors include Goethe, Christa Wolf, Enzensberger.","3","3","No","1","3","OPT - Student Option","001186","Fall Odd, Spring Even Year"
"GLBT","3309","LGBTQ Literature: Then and Now","Twin Cities","LGBTQIA life in the US has changed significantly over the past few decades. By examining a selection of poetry, prose, and film, our class will try to answer the questions: ""How did we get to where we are today?"" and ""Where do we go next?"" We will look at classic works in their historical contexts to see what was revolutionary about their publication; we will trace how they paved the way for all that followed. We will look at very new works to understand the concerns of twenty-first century LGBTQIA writers and readers. From the ""lavender scare"" to the Stonewall Riots to the AIDS pandemic to marriage equality to genderqueer and trans movements, we will explore how LGBTQIA authors and filmmakers have both responded to and shaped the ethos of our times.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
