"Course subject code","Course number","Course name","Campus","Course description","Minimum credits","Maximum credits","Is this course repeatable?","What is the maximum number of completions allowed?","What is the maximum number of credits that can be earned from this course?","Grading basis","Requirements","Typically offered term(s)"
"ENGL","3004W","Historical Survey of British Literatures II","Twin Cities","In this wide-ranging survey of British and post-colonial literature from the late eighteenth century to the present, we will explore representative literary texts and genres from British Romanticism, the Victorian period, Modernism, and the postwar era. Besides analyzing the language, aesthetic features, and technical construction of these literary artifacts, we will examine our readings as reflections of and reactions to social upheavals like the Industrial Revolution, challenges to the traditional role of women, scientific discoveries that sparked religious doubt, and the First World War. Additionally, because this is a writing intensive course, you will familiarize yourself with the process of writing a research paper with a literary focus, which includes finding and successfully incorporating contemporary scholarly research about your topic into your paper, crafting an original argument, utilizing textual evidence, and evaluating existing scholarship.","4","4","No","1","4","OPT - Student Option","-","Every Fall, Spring & Summer"
"ENGL","3011","Jewish American Literature: Religion, Culture, and the Immigrant Experience","Twin Cities","Immigrant? Jewish? American?  What do these labels mean, why are they applied, and do they ever cease to be applicable? Can we distinguish religion from culture, and what are the implications when we try? Why is it frequently asked whether Saul Bellow was ""really"" a Jewish writer, but it is impossible to read Philip Roth as anything other than that? How does Grace Paley's ""Jewishness"" come through even when she is writing about non-Jewish characters? We will address these issues and others as we explore the literature growing out of the Jewish immigrant experience in America, as well as the literature by Jewish writers more firmly, though still sometimes anxiously, rooted in American soil. In this course we will engage in a highly contextualized and historicized study of Jewish American literature from the 19th century to today.  We will discover in these texts how inherited Jewish culture and literary imaginings, developed over centuries of interaction between Jewish communities and the ""outside world,"" get reexamined, questioned, rejected, reimagined, reintegrated, and transformed within the crucible of American experience. The discussions that ensue will also provide a framework for engaging with the creative energies and cultural productivity of more recent immigrant communities in the United States and beyond. Immigration and the experience of immigrant communities continues to be at the forefront of American consciousness, as immigrants work to create new meanings and new narratives for their lives, and as those who immigrated before them provide contested meanings for the impact of immigration on their own narratives. This course, though grounded in Jewish narratives, will therefore provide students with an expanded vocabulary and perspective for engaging in this central and very current debate within the American experience. ","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"ENGL","3025","The End of the World in Literature and History","Twin Cities","For at least two and a half millennia, prophets, politicians, and poets have crafted terrifying accounts about the end of the world. This comparatist seminar examines the way different cultures have imagined a final apocalypse with particular attention to the political and social consequences of their visions. Students will read texts that focus on pandemic, extraterrestrial attack, nuclear holocaust, prophecy, cybernetic revolt, divine judgment, resource depletion, meteoric impact, or one of the many other ways in which humans write of their demise. They will use literary analysis to explore the many historical and contemporary wastelands they will encounter. They will write short papers and give in-class presentations on different kinds of apocalypse.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"ENT","2884","The Six-legged Conquerors: How insects have shaped human history","Twin Cities","Insects have had an immense yet underappreciated impact on the course of human history and civilization.  Through their effects as carriers of disease, insects have decided the outcomes of numerous battles and wars, often causing many more deaths than weapons did.  On the other hand, beneficial insects have made important contributions to the development of many industries, in particular related to textiles and agriculture, and they also serve as important sources of food in many cultures.  Because of their varied and important roles in human life and well-being, insects feature prominently in sacred texts and have thus influenced spiritual and religious thought through the ages.  And from Greek times until the present, insects have contributed greatly to the development of scientific thought.  Many of the great naturalists throughout history – from Aristotle to Darwin to EO Wilson – have had an inordinate fascination with insects.  In the second half of the 20th century and beyond, insects sparked the environmental movement, serve as models for innovating technologies such as robots, and continue to shape our lives in fascinating, challenging and novel ways.  In this class we will discuss the major ways in which the fates of humans and insects have been intertwined over the course of human history.  Throughout the class we focus on ways that historical inquiry can be used to elucidate entomological questions and, conversely, how entomological knowledge can be brought to bear to solve historical mysteries.","3","3","No","1","3","AFV - A-F or Audit","-","Every Spring"
"ESPM","1202","People, Land, and Water: Systems Under Stress","Twin Cities","Policies/community engagement around water sustainability. Students engage directly with local case on Mississippi River.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Spring"
"FRIT","3656","Existentialism","Twin Cities","What do we mean when we call something ""existential?""  What do we mean when we speak of an ""existential"" crisis? We seem to mean that our core beliefs and assumptions are affected and the relationship with our environment is ruptured; we have fallen out of normalcy. The term existentialism -- turning existential into a noun -- came into being in the 1940s in France, reflecting the collective experience of societal breakdown, of Nazism, and WW2. It has since been applied to all modes of philosophical inquiry that take an individual's experience of alienation from society as their point of departure. The advantage of making alienation the focus of this class, too, is that it allows us to recognize the precise historical and sociological index of the emergence of an existentialist mode of thought and practice. Existentialism looks very different when it responds to a 19th century crisis of faith (Søren Kierkegaard), to 1950s colonialism (Frantz Fanon), to Weimar Germany's new democracy and the specter of a mass society (Martin Heidegger), or to the neo-authoritarian French society of the 1960s (Simone de Beauvoir). Existentialism then is understood in this class not as a conversation between great thinkers or ideas across time and space, but as a response to a specific crisis of norms and values. It only exists in plural. If existentialist concepts -- like being-in-the world, being-towards-death, or the gaze of the other -- are carried forward, then not without being repurposed. Such situatedness is inherent to existentialism itself. Accordingly, existentialist writers have no creed or ethical stance in common; they are found both on the far (fascist) right and on the Marxist left. They do share though a keen interest in a new language and in literary forms of expression and subsequently, they insist on the individuals' capacity of ""world-making"" -- in rupture and rebellion -- against seemingly compromised societal norms.","3","3","No","1","3","OPT - Student Option","-","Spring Even Year"
"GEOG","3373","Changing Form of the City","Twin Cities","Urban origins, ancient cultures/cities, the medieval city, rediscovery of planning, colonial cities. Industrialization and urban expansion. Speculative cities, utopian cities, planning triumphs/disasters. Cities as reflections of society, culture, the past.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"GER","3633","The Holocaust: Memory, Narrative, History","Twin Cities","Decades after the end of the second world war, the Holocaust continues to play a formative role in public discourse about the past in Germany and Austria. As the event itself recedes into the past, our knowledge about the Holocaust has become increasingly shaped by literary and filmic representations of it. This course has several objectives: first, to deepen students' historical knowledge of the events and experiences of the Holocaust, and at the same time to introduce critical models for examining the relationship between personal experience, historical events, and forms of representation. This class will introduce students to the debates about the politics of memory and the artistic representation of the Holocaust, with special focus on public debates about the complex ways in which Holocaust memory surfaces in contemporary Germany and Austria, and by the accrual of layers of text and discourse about the Holocaust. We will explore the controversies and debates about public Holocaust memorialization in Germany, Austria, and the U.S. We will also explore the complex interplay between documentary and fictional accounts of the Holocaust, with attention paid to literary and film texts that challenge and ""remediate"" the limits of Holocaust representation. Additional topics will include Holocaust testimony; Holocaust memoirs, and 2nd and 3rd generation Holocaust literature, the Historians' Debate of the 1980s.

No knowledge of German required.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"GER","3655","Cultures of Control and Surveillance in Germany and the US","Twin Cities","Discourses and practices of social control and surveillance in comparative/historical perspective. Explores the central conceptual condition for modern ethics: the relationship between individual and society. Paintings, manuals, scholarly and philosophical essays, and literary texts including writings by Franz Kafka.","3","3","No","1","3","OPT - Student Option","-","Fall Odd Year"
"GER","3661","African Americans in Germany","Twin Cities","How have African Americans understood their experiences with race outside of the United States? African Americans have been migrating and circulating the globe since the American Revolution, and it is only recently that scholars have considered the ways in which an abroad experience has been transformative for African Americans. In this seminar-style class, we will explore why and how African Americans have used their experiences in Germany to express a new understanding of their identity in the United States.","3","3","No","1","3","OPT - Student Option","-","Fall Odd Year"
"GLBT","4101","Gender, Sexuality, and Politics in America","Twin Cities","Ways public and private life intersect through the issues of gender, sexuality, family, politics, and public life; ways in which racial, ethnic, and class divisions have been manifest in the political ideologies affecting private life.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"GLOS","1359","Fascism and Anti-Fascism: Global History, Global Presents","Twin Cities","Ever since it emerged as a political ideology and a societal force in the aftermath of the First World War, fascism (and the opposition to it) have had an immense influence on the global geopolitical stage. Fascism inspired its followers to enact cataclysmic violent acts and it mobilized mass movements of resistance against it. It created a political language and norms that shaped the entire spectrum of ideological beliefs. Reckoning with its destructive impact led to the rise of a collective sensibility that remains on alert to its looming dangers. 

Though it emerged in a particular historical context, fascism has proven to be highly adaptive across diverse geographies and time periods, and it continues to this day to pose genuine threats to societies throughout the world. The anti-fascist opposition that rises against it is similarly formed around a coherent political paradigm while remaining flexibly responsive to political, societal and cultural environments.

This course examines fascism and anti-fascism as historical phenomena that echo loudly in our day and age. We will begin the semester by exploring various ways in which scholars have defined fascism to try to understand why diagnosing it remains a contested political question. We will then read closely into historical examples of fascist practices throughout the twentieth century, from the Italian prototype, through the epitomizing model of Nazi Germany, to Latin American dictatorships in the Cold War era. We will then examine how people and movements throughout the globe and in different moments in time sought to dismantle fascism and its violence through antifascist action. 

Towards the end of the semester, we will use the perspectives we gained throughout the course and apply them to discussions about our current political crises. An important component of this course is the focus on fascism and anti-fascism as global structures that are informed both by immediate local conditions and by transnational exchanges.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"GLOS","3152W","Art Under Authoritarianism: Theatre and Music in the Global South","Twin Cities","What does it mean to be an artist in the Global South? This is a question that has been asked in different ways in twentieth century decolonization movements and the transnational media cultures of the twenty-first century. In Latin America, Africa, and Asia, the performing arts historically played key roles in staging postcolonial identities. Dramatists like Wole Soyinka and singers like Miriam Makeba were voices of the modern nation. They used European cultural forms to stage African cultures in ways that could be recognized by the world. These artists also addressed local audiences, staging satires of national leaders and critiques of war or economic globalization. This course examines the historical evolution of avant-garde cultural forms in Africa and Asia, analyzing links between artistic and political movements in genres, including literary drama, devised performance, popular music, and modern dance. Our historical investigations of national art in this course aim to expand Eurocentric notions of avant-garde performance as an upper-class social phenomenon. In each course section, we compare 20th-century cultural practices in the same context, showing how present-day performance improvises upon historical stagings of the nation. ","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"GSD","3656","Existentialism","Twin Cities","What do we mean when we call something ""existential?""  What do we mean when we speak of an ""existential"" crisis? We seem to mean that our core beliefs and assumptions are affected and the relationship with our environment is ruptured; we have fallen out of normalcy. The term existentialism -- turning existential into a noun -- came into being in the 1940s in France, reflecting the collective experience of societal breakdown, of Nazism, and WW2. It has since been applied to all modes of philosophical inquiry that take an individual's experience of alienation from society as their point of departure. The advantage of making alienation the focus of this class, too, is that it allows us to recognize the precise historical and sociological index of the emergence of an existentialist mode of thought and practice. Existentialism looks very different when it responds to a 19th century crisis of faith (Søren Kierkegaard), to 1950s colonialism (Frantz Fanon), to Weimar Germany's new democracy and the specter of a mass society (Martin Heidegger), or to the neo-authoritarian French society of the 1960s (Simone de Beauvoir). Existentialism then is understood in this class not as a conversation between great thinkers or ideas across time and space, but as a response to a specific crisis of norms and values. It only exists in plural. If existentialist concepts -- like being-in-the world, being-towards-death, or the gaze of the other -- are carried forward, then not without being repurposed. Such situatedness is inherent to existentialism itself. Accordingly, existentialist writers have no creed or ethical stance in common; they are found both on the far (fascist) right and on the Marxist left. They do share though a keen interest in a new language and in literary forms of expression and subsequently, they insist on the individuals' capacity of ""world-making"" -- in rupture and rebellion -- against seemingly compromised societal norms.","3","3","No","1","3","OPT - Student Option","-","Spring Even Year"
"GWSS","3469","History of Women and family in China, 1600-2000","Twin Cities","In this class, we will examine women, gender relations, and family in China from about 1550 to the present. We will read fiction, poetry, memoirs, and works by historians, as well as watch films and examine visual evidence. We will always be attentive to questions of how we know what we know and of the nature of the sources we are looking at.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"GWSS","3549","U.S. Women's Legal History","Twin Cities","Women's legal status, from colonial era through 20th century. Women's citizenship, civil rights. Marriage, divorce, and child custody. Reproductive/physical autonomy/integrity. Economic/educational equality.

prereq: Soph or jr or sr","3","3","No","1","3","AFV - A-F or Audit","000595","Fall Odd Year"
"HIST","1011W","Civilization and the Environment: World History to 1500","Twin Cities","Sweep of history, from the first prehistoric societies to the dawn of the modern world circa 1500. Forces that pushed humans to continually explore new environments and develop higher levels of social organization and cross-cultural interaction.

prereq: Fr or soph or non-hist major","4","4","No","1","4","OPT - Student Option","002059","Every Fall, Spring & Summer"
"HIST","1012W","The Age of Revolution, Capitalism, and Empire","Twin Cities","The course objective is to understand through the study of the past those forces and dynamics operating in the world, whose origins can be traced to the eighteenth and nineteenth centuries, that drove (and continue to drive) social, economic, cultural, and political change. Understanding these forces will allow you to see how you are not just a spectator before grand events but also a subject of history.
","4","4","No","1","4","OPT - Student Option","002059","Every Spring"
"HIST","1015W","The Global History of the Twentieth Century","Twin Cities","This course offers a rigorous exploration of the human past through the turbulent transitions of the ""long twentieth century."" By tracing the evolution of global societies over this 122-year period, you will study the diverse beliefs, practices, and relationships—ranging from imperialist ideologies to revolutionary economic models—that have fundamentally shaped the modern human experience. The syllabus is structured specifically to highlight change over time, moving from the ""High Imperialism"" of the late 19th century through the ideological total wars of the mid-20th century, and finally to the fractured neoliberalism of the early 21st century. By situating these shifts in specific contexts, such as the collapse of the Gold Standard or the non-alignment movement in Bandung, you will learn that historical outcomes are never inevitable but are the products of complex human agency and structural constraints.

A central pillar of this course is the introduction and critical assessment of historical methods and concepts. You will not simply memorize dates but will engage with the conceptual frameworks of geopolitics, uneven development, and ideological conflict to produce nuanced historical knowledge. This interpretive work is driven by independent engagement with primary sources. Each week, you will be tasked with extracting meaning from diverse materials—from the imperialist poetry of Kipling to the revolutionary manifestos of Lenin and the populist rhetoric of 2016. Through these assignments, you will learn the ""craft"" of history, evaluating the uses and limitations of documents while recognizing that every source offers a specific, often biased perspective. Ultimately, the course empowers you to see history as a dynamic process of inquiry rather than a static collection of facts, helping you understand how historical knowledge is constructed and why its significance remains a site of constant debate.","3","3","No","1","3","AFV - A-F or Audit","-","Periodic Fall & Spring"
"HIST","1031W","Europe and the World: Expansion, Encounter, and Exchange to 1500","Twin Cities","Europe, from Hammurabi to Columbus. Heyday of ancient Near East, Late Middle Ages. Culture, European interactions with wider world through religion, conquest, and trade. Beginning of the age of discoveries.

prereq: Fr or soph or non-hist major","4","4","No","1","4","OPT - Student Option","002059","Every Fall"
"HIST","1032W","Europe and the World: Expansion, Encounter, and Exchange from 1500 to Present","Twin Cities","This course explores the social, economic, political, and cultural evolution of European societies in relation to their interactions with the rest of the world from the sixteenth century to the present. The course focuses on pivotal moments and transformations, such as the scientific, industrial, and political revolutions, as well as the emergence of modern ideologies like nationalism, socialism, capitalism, and fascism, and their impact on European overseas expansion and empires. The study of the origins, development, and demise of European empires is central to this course. This approach provides the essential foundation for understanding European history in relation to the wider world, as well as the social and political fabric of contemporary societies.","4","4","No","1","4","OPT - Student Option","002059","Periodic Fall & Spring"
"HIST","1081W","Martyrs, Monks, Crusaders: World Christianity, 100-1400","Twin Cities","This course surveys the history of Christianity from its status as a persecuted minority religion of the Roman Empire to its dominant role in medieval Europe and Byzantium. We study Christian traditions in Asia and Africa as well as Europe with special attention to the relationship between Christianity and culture in the ancient and medieval world.","4","4","No","1","4","OPT - Student Option","-","Fall Odd, Spring Even Year"
"HIST","1082","Jesus in History, Art & Culture","Twin Cities","Does time, place, and culture affect our picture of Jesus? We'll start by constructing our own Jesus story and then go backwards in time to examine modern times (film, music, and modern art), pre-Civil War America (views of Jesus from enslaved people and their enslavers), Renaissance and Medieval Europe and North Africa (art and architecture), and finally end with the ancient world (art and writings about Jesus, including the biblical gospels). No background in religious studies required, and students of any, all, or no religious background are welcome.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"HIST","1301W","Authority and Rebellion: American History to 1865","Twin Cities","Conflict/change, from colonial era through Civil War. colonization/resistance, slavery, nation-building, westward expansion, gender roles, religion, reform, race/ethnicity, immigration, industrialization, class relations. Students use primary sources, historical scholarship.

prereq: Fr or soph or non-hist major","4","4","No","1","4","OPT - Student Option","002059","Every Fall"
"HIST","1302W","Global America: U.S. History Since 1865","Twin Cities","U.S. history since Civil War, in global context. Emancipation. Forms of labor. Immigration. Citizenship. Conceptions of race/gender. Hot/cold wars. Reform/rights movements. Globalization. State power. Students use primary sources, historical scholarship.

prereq: Fr or soph or non-hist major","4","4","No","1","4","OPT - Student Option","002059","Every Spring"
"HIST","1307","Authority and Rebellion: American History to 1865","Twin Cities","This course examines the beginnings of American history from the early colonial period through the Civil War. It offers a broad and in-depth look at three tumultuous centuries of conflict and change by investigating the fundamental issues of authority and rebellion. How did the diverse peoples on the North American continent envision and struggle for a new world order? Whose hopes were realized, and whose were thwarted? We investigate those questions by exploring several recurring topics throughout the semester: the role of religion and challenges to religious authority; the transition to capitalism; native peoples' negotiation of the European presence; the meanings of liberty over time; and the ongoing existence of slavery in American life. Lectures and readings focus on close examination of crucial episodes that illuminate these themes. Throughout, we will situate our analysis in the global context from which the United States emerged.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall, Spring & Summer"
"HIST","1308","Global America: U.S. History Since 1865","Twin Cities","U.S. history since Civil War, in global context. Emancipation. Forms of labor. Immigration. Citizenship. Changing conceptions of race/gender. Hot/cold wars. Reform/rights movements. Globalization. State power. Students use primary sources, historical scholarship.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall, Spring & Summer"
"HIST","1359","Fascism and Anti-Fascism: Global History, Global Presents","Twin Cities","Ever since it emerged as a political ideology and a societal force in the aftermath of the First World War, fascism (and the opposition to it) have had an immense influence on the global geopolitical stage. This course examines fascism and anti-fascism as historical phenomena that echo loudly in our day and age. We will begin the semester by exploring various ways in which scholars have defined fascism to try to understand why diagnosing it remains a contested political question. We will then read closely into historical examples of fascist practices throughout the twentieth century, from the Italian prototype, through the epitomizing model of Nazi Germany, to Latin American dictatorships in the Cold War era. We will then examine how people and movements throughout the globe and in different moments in time sought to dismantle fascism and its violence through anti-fascist action. Towards the end of the semester, we will use the perspectives we gained throughout the course and apply them to discussions about our current political crises. An important component of this course is the focus on fascism and anti-fascism as global structures that are informed both by immediate local conditions and by transnational exchanges.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"HIST","1361W","World War I: A Global History","Twin Cities","This class takes a global approach to the examination of World War One's causes and consequences. We will look at how the war unfolded in Europe, Africa, and the Middle East. We will also explore the war's impact on North America and Australasia, areas drawn into the conflict because of their unique relationships with Britain and France. We will consider the special role played by the U.S. in restoring world peace and analyze the lasting social and political cleavages occasioned by the war. We will get at the heart of how the war was fought and how it is remembered for all of its triumphs and tragedies.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Fall"
"HIST","1362","Global History of World War II","Twin Cities","This course examines 1) how different countries remember WWII and how memories of the war have been shaped by domestic and international contexts of each country and 2) how WWII changed the world in areas of human rights, the government-society relations, and ethical use of science and technology.  Various faculty members with different geographical and thematic expertise come to the class as guest lecturers throughout the semester.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"HIST","1364","Introduction to Global Environmental History","Twin Cities","This introductory course focuses on human environment interaction and the role of environmental factors in shaping of world history from the early medieval period, roughly 1000 C.E, to the present day. Beginning with the idea of environmental history and its broad themes, including climate, volcanic eruptions, landscape, plants, crops, animals, insects, disease, pestilence, energy, and technology, the course will enable students not only to understand the complex relationship between human societies and non-human species but also the changing nature and structure of this relationship throughout history. ","3","3","No","1","3","OPT - Student Option","-","Fall Even Year"
"HIST","1365","Global Tourism and the Environment from the late 18th Century to the Present","Twin Cities","This course focuses on tourism and travel. Spanning the period from the late 18th century to the present, it examines the ways in which these phenomena impact how we live, work, interact with our natural environment and other people, and conceive of the world and global forces","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"HIST","1366W","Radical Environmentalism in the United States","Twin Cities","Course examines responses to environmental degradation in North America from the l8th century through the 21st. We analyze forms of protests, organizations, and frameworks that preceded current forms of environmentalism. Topics include legal and extra-legal protests against ecological damage and loss, the call for wilderness preservation, environmental racism, and the environmental justice movement.  ","3","3","No","1","3","OPT - Student Option","000677","Periodic Fall & Spring"
"HIST","1463","An Introduction to Imperialism in Asia, 1850-Present","Twin Cities","Organized around a series of themes, this course will begin with a broad overview of imperialism in Asia before diving into economics of empire, technologies of imperialism, race and gender, nationalism and the end of empire, and neocolonialism. Throughout, the class will center the history of present-day China, India, Southeast Asia, and Japan, emphasizing whenever possible the perspectives of those impacted by empire rather than those perpetuating it. As such, assigned readings focus on primary sources supplemented by relevant secondary research, with optional readings providing significant breadth and depth for interested students seeking to delve further into their own interests or find new avenues of scholarly inquiry. All told, the histories included here represent some of the most significant events in recent centuries, but ones that often go overlooked in an academic context, covered only as a footnote in the histories of the West. Instead, this course will center the history of Asia and the voices of those impacted by imperialism, offering new perspectives on some of the most significant moments that shaped-and continue to shape-our contemporary world. 

Designed as an introductory course for those unfamiliar with the history of Asia, this class approaches a broad geographic and temporal range through case studies, diving deeply into crucial historical moments rather than providing an exhaustive overview of more than two centuries of Western imperialism. Simultaneously, this class will introduce students to the process of historical analysis itself using a substantial focus on primary sources, instructional time spent in libraries and archives, and a well-supported, intensive research essay process as a way to encourage them to think critically about the historical project while also honing their own historiographical skills. Overall, students will leave this course with a strong foundation in the history of Asia and the history of Western imperialism along with real practice “doing” history, preparing them for their future within the Department of History, at the University of Minnesota, and beyond. 
","3","3","No","1","3","OPT - Student Option","-","Periodic Spring"
"HIST","1534","Introduction to Jewish History and Cultures","Twin Cities","This course traces the development of Judaism and Jewish civilizations from their beginnings to the present. With over three millennia as its subject, the course must of necessity be a general survey. Together we will explore the mythic structures, significant documents, historical experiences, narratives, practices, beliefs, and worldviews of the Jewish people. The course begins by examining the roots of Judaism in the Hebrew Bible and the history of ancient Israel but quickly focuses on the creative forces that developed within Judaism as a national narrative confronted the forces of history, especially in the forms of the Persian, Greek, and Roman empires. Rabbinic Judaism becomes the most dominant creative force and will receive our greatest attention, both in its formative years and as it encounters the rise of Christianity and Islam. After studying the Jewish experience in the medieval world, we will turn to Judaism’s encounter with the enlightenment and modernity. The historical survey concludes by attending to the transformations within Judaism and Jewish life of the last 150 years, including a confrontation with the experience of the Holocaust. Woven throughout this historical survey will be repeated engagements with core questions: “Who is a Jew?” “What do Jews believe?” “What do Jews do?” “What do we mean by ‘religion’?”   “How do Jews read texts within their tradition?” And perhaps most importantly, “How many answers are there to a Jewish question?” Students in this course can expect to come away with some knowledge of the Bible in Judaism, rabbinic literature and law, Jewish mysticism and philosophy, Jewish nationalism and Zionism, Jewish culture, ritual, and worship in the synagogue, the home, and the community, and Jewish celebrations of life cycle events and the festivals.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"HIST","1807","The Constitution: A People's History from the Founding to Now","Twin Cities","This course examines struggles over the U.S. Constitution from the founding to the present. It foregrounds the experience of diverse communities and their efforts to change, preserve, or realize constitutional meaning. Through a history of rights and citizenship, powers of government, and social movements' pursuits of justice, it conveys the centrality of constitutional history to American life.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"HIST","1809","The Presidency: Power, Politics, and Policy in the United States","Twin Cities","This course explores the emergence, meaning, and evolution of the American presidency. We will examine the nature of presidential power and ask how and why those powers have changed over time. We will explore the impact of politics and political parties on the American presidency. We will consider how presidents shape policy and analyze the relationship between power, politics, and policy.","3","3","No","1","3","OPT - Student Option","-","Fall Even Year"
"HIST","1811","The Sixties: History & Memory","Twin Cities","The Sixties was an incredibly dynamic decade in the United States and around the world. It was a decade of powerful social movements from the Civil Rights and Black, Brown, Yellow and Red Power movements to the countercultural, student/campus, anti-war, feminist, and environmental movements. It was also marked by the rise of a series of New Right movements from the rise of the Barry Goldwater to the election of Richard Nixon and the transformation of both the Democratic and Republican parties. Major immigration reform, transformations in the nation's educational and health care systems, along side new patterns of consumption and new forms of media were also products of the Sixties. From the Cold War to the Vietnam War, from anti-imperialism and anti-colonialism to third world revolutions, Americans transformed the world and the US was transformed by the world in the sixties.

Fifty years removed from the sixties, the idea of the sixties remains alive in the American imagination. It remains alive and in tension with the new movements, like Black Lives Matters, and in political thought, as, for example, in Donald Trump's repeated invocation of the ""silent majority."" 

Students will explore a wealth of primary sources and be introduced to the dynamic historiography of the 1960s. As a class, we will also consider how the sixties continues to serve as a powerful trope that organizes political and social thought in the 21st century.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"HIST","1934","The History of Tourism: From Global to Local Perspectives","Twin Cities","In this seminar, students will ask what tourism—an activity that many of us engage in, whether in our hometowns or abroad—can teach us about past and present societies. The course has two components, one critical-historical and one practical. The former examines the global history of tourism from the 18th century to the present. The second engages students in creating a public history of the University of Minnesota Tourism Center (under the directorship of Dr. Xinyi Qian), which will celebrate its 40th anniversary in 2027. Students will have the opportunity to conduct research in the U of M archives, prepare website content, and/or design research interviews, with the goal of contributing to a public exhibition scheduled for 2027. In connection with the seminar, there will also be the opportunity for one paid internship with the University of Minnesota Tourism Center.

This course is taught by Igor Tchoukarine, an assistant professor in the Department of History. He writes and teaches on the history of tourism and travel, immigration to Minnesota, and modern Europe. He completed his graduate studies in Canada and France, and had the opportunity to live in many European cities. He is fascinated by the cultural, political, economic, and social complexity of tourism, a phenomenon that reveals a great deal about the world we live in.","3","3","No","1","3","A-F - A-F Grade Basis","001475","Periodic Fall & Summer"
"HIST","3051","Ancient Civilization: Near East and Egypt","Twin Cities","A broad survey of ancient Near Eastern and Egyptian history and culture from the prehistoric to the rise of Persia around 550 B.C.","3","4","No","1","4","OPT - Student Option","-","Periodic Fall"
"HIST","3052","Ancient Civilization: Greece","Twin Cities","A broad survey of ancient Greek culture and history from the third millennium B.C. to the death of Alexander the Great in 323 B.C.","3","3","No","1","3","OPT - Student Option","-","Every Fall, Spring & Summer"
"HIST","3053","Ancient Civilization: Rome","Twin Cities","A broad survey of the culture and history of Rome from its origins to the decline and fall of the Roman Empire in the third and fourth centuries A.D.","3","3","No","1","3","OPT - Student Option","-","Every Spring & Summer"
"HIST","3054","Ancient Egypt and its Neighbors","Twin Cities","Ancient Egypt exerts fascination upon modern societies, as it did upon its ancient contemporaries. The decipherment of the hieroglyphic script, in the early 19th century CE, opened the way to recovering its history all the way back to the invention of the writing system more than 5,000 years ago. Ancient Egypt has meanwhile been a special focus of racialized interpretations of civilization, from the birth of modern Egyptology onward. Europeans of the colonial age saw Egyptian civilization as an anomaly in Africa, measured excavated skulls in an effort to prove its extraneous origins and segregated it from its geographic context. But Egyptian civilization did not develop in isolation. Rather it developed in concert with its neighbors upstream along the Nile, across adjacent deserts and seas, and over the land bridge to southwestern Asia. Its most important neighbor in northeastern Africa was the land of Kush (Nubia), where a series of cultures and states co-evolved with those of Egypt. Archaeological exploration continues to add to our knowledge of these interconnected pasts. This course will examine the history of Egypt, Kush, and adjacent regions from the late 4th millennium BCE, when the first states formed in the Nile Valley, to the late first millennium BCE, when Egypt fell under Roman rule while the kingdom of Meroe ruled the upper Nile. While the civilizations of northeastern Africa are the focus, the course will also examine their interactions with cultures of the Near East and Eastern Mediterranean. Since knowledge of ancient societies is derived from the texts and artifacts they produced, complete with their original context so far as possible, this course will emphasize primary sources, including texts (in translation), images, and archaeological remains.
There are no prerequisites for the course; the only preparation necessary consists in college-level writing skills, and readiness to learn new information. Be advised that the study of ancient history requires learning a great number of foreign names and terms, as well as a lot of dates. One cannot understand relations between events and phenomena, in particular relations of cause and effect, without knowing their chronology, the participants involved, and their locations. Students must therefore learn the geography of the regions under discussion, the dates of events and periods during the three millennia the course covers, the names of populations and individual persons, and terms pertaining to the subjects of study. These kinds of information form the basis for knowledge and meaningful inquiry.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"HIST","3061","""Bread and Circuses"": Spectacles and Mass Culture in Antiquity","Twin Cities","Development of large-scale public entertainments in ancient Mediterranean world, from athletic contests of Olympia and dramatic festivals of Athens to chariot races and gladiatorial games of Roman Empire. Wider significance of these spectacles in their impact on political, social, and economic life of the societies that supported them.","3","3","No","1","3","OPT - Student Option","-","Fall Odd, Spring Even Year"
"HIST","3066","Prehistoric Pathways to World Civilization","Twin Cities","How did complex urban societies first develop? This course addresses this question in ten regions of the world, including Maya Mesoamerica, Inca South America, Sumerian Near East, Shang Civilization in East Asia and early Greece and Rome.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
